,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
2466,Q291cnNlVHlwZTo0ODky,MEC ENG,C279,"Introduction to statistical mechanics for engineers.  Basics of ensembles, phase spaces, partitions functions, and free energies.  Analysis of expectation values and fluctuations in system properties.  Applications to the study of elementary gases, phonons in solids, polymer chains and networks, harmonic and quasi-harmonic crystalline solids; limitations of classical methods and quantum mechanical influences; molecular dynamics simulations for solids.",Introduction to Statistical Mechanics for Engineers,4.0,A,6,0.4,4,10,3.0,CourseType
2467,Q291cnNlVHlwZToyMDgwOA==,EDUC,392,"The authentic integration of the visual and performing arts presents limitless opportunities for operationalizing the principles of Universal Design for Learning, Culturally Responsive, and critical transformative arts pedagogies.  This course will offer two distinct points of engagement:  1) intensive personal study and collective practice with visual thinking and arts, theater, and dance. 2) guided design of an arts integrated unit that builds from personal practice
with arts modalities and media, content and grade band knowledge and arts education theory.",Transformative Arts Integration,-1.0,,7,0.65,13,20,1-3,CourseType
2468,Q291cnNlVHlwZToyMTcxMQ==,PB HLTH,290C,This Changemaker Microcourse will focus on developing critical analysis and practical public health skill building related to making change as a public health professional.,Changemaker Microcourse,3.932085561497326,A,79,0.45517241379310347,66,145,1.0,CourseType
2469,Q291cnNlVHlwZToyNDk2,EL ENG,242A,"Analysis and design of electronic circuits for communication systems, with an emphasis on integrated circuits for wireless communication systems. Analysis of noise and distortion in amplifiers with application to radio receiver design. Power amplifier design with application to wireless radio transmitters. Radio-frequency mixers, oscillators, phase-locked loops, modulators, and demodulators. ",Integrated Circuits for Communications,3.6569444444444437,A-,1,0.9,9,10,4.0,CourseType
2470,Q291cnNlVHlwZToxNDU0Mg==,THEATER,174,"This studio class explores some fundamental approaches and techniques for designing costume. Performance design will be approached as a product of all the performative tools and contexts – text, visuals, sound, space, kinetics, etc – with particular focus for this class on the scenographic role of the performer. Through personal expression and collaborative investigation students will be given some basic tools allowing them to conceptualize, communicate and realize costumes. Previous art training is helpful but not essential. The student must provide most art supplies.  The final evaluation will include a presentation in lieu of an exam.",Scenography: Costume Design for Performance,3.483695652173913,B+,1,0.9375,15,16,3.0,CourseType
2471,Q291cnNlVHlwZToyODUz,ESPM,112,Introduction to the ecology of microorganisms. Topics include the ecology and evolution of microbes and their relationship with each other and the environment. The role and function of microbes in several ecosystems is also discussed. ,Microbial Ecology,3.1331002331002327,B,0,1.0,50,50,3.0,CourseType
2472,Q291cnNlVHlwZTozMjA3,GEOG,143,"How does the chemical makeup of Earth make it suitable for life?  And how does life in turn alter the chemistry of our planet?   Biogeochemistry is the field of science that explores the imprint of biota (including humans) on the chemistry of the ocean, land and atmosphere.   This interdisciplinary field addresses global problems, including climate change feedbacks, air quality, land use change, and marine ecosystem health.   We will provide an overview of the major biogeochemical cycles, discuss the biogeochemistry of major ecosystems, and introduce the major biogeochemical questions being asked today.   We also cover measurement techniques, including hands-on activities to introduce students to experimental methods and data analysis.",Global Change Biogeochemistry,3.3587301587301592,B+,0,1.0,30,30,3.0,CourseType
2473,Q291cnNlVHlwZToxMDMx,UGBA,107,"Study and analysis of American business in a changing social and political environment. Interaction between business and other institutions. Role of business in the development of social values, goals, and national priorities. The expanding role of the corporation in dealing with social problems and issues. ","The Social, Political, and Ethical Environment of Business",3.349957705971916,B+,3,0.9875,237,240,3.0,CourseType
2474,Q291cnNlVHlwZToyMjQ5,EDUC,275H,"Multilevel models are useful when the units of observation are grouped in clusters such as students in schools, patients in hospitals, or prisoners in prisons. The research group is for students who wish to analyze such data or who have an interest in the methodology. In each meeting, we will either discuss students' ongoing research projects, or a methodological topic of interest. Readings (papers, chapters, drafts of student projects) will be distributed a week in advance. ",Research Group in Multilevel Modeling,4.0,A,15,0.25,5,20,1-2,CourseType
2475,Q291cnNlVHlwZTo0NDU5,MATH,1B,Continuation of 1A. Techniques of integration; applications of integration. Infinite sequences and series. First-order ordinary differential equations. Second-order ordinary differential equations; oscillation and damping; series solutions of ordinary differential equations. ,Calculus,3.012044220325834,B,52,0.9657894736842105,1468,1520,4.0,CourseType
2476,Q291cnNlVHlwZToyMTMwMw==,UGBA,192ID,"This is a high-octane, single weekend course (plus one intro day) for students interested in meeting other innovators and getting hands-on experience developing a new impact startup concept. All “social and environmental” impact themes are welcome. The course is inspired by other “hackathon” and startup weekend formats. A structured roadmap helps guide students through a sprint formation and ideation process. All students will be asked to submit an idea during the week prior to the class. After a peer vote selects the top ideas, teams are organically formed during the first session. At the end of the course, each team will present their validated concept and their next steps plan to a panel of impact venture experts.",Impact Startup Disco,3.7906976744186047,A-,2,0.9583333333333334,46,48,1.0,CourseType
2477,Q291cnNlVHlwZTo2MjQy,POLECON,H195,Honors students are required to research and write a thesis based on the prospectus developed in International and Area Studies 102. The thesis work is reviewed by the honors instructor and a second reader to be selected based on the thesis topic. Weekly progress reports required. ,Senior Honors Thesis Seminar,-1.0,,3,0.6666666666666666,6,9,4.0,CourseType
2478,Q291cnNlVHlwZToyMTcxMA==,DEV ENG,299,Individual Study or Research in Development Engineering,Graduate Research,-1.0,,25,0.0,0,25,1-4,CourseType
2479,Q291cnNlVHlwZToyMjA5Nw==,EDUC,260,This course covers AI and computer adaptive learning approaches in education. We will cover theories and methodologies underpinning current approaches to knowledge discovery and data mining in education and survey the latest developments in the broad field of human learning research. The course is project-based; teams will be introduced to online learning platforms and their datasets with the objective of pairing data analysis with theory or implementation. Literature review will add context and grounding to projects.,Machine Learning in Education,-1.0,,1,0.95,19,20,3.0,CourseType
2480,Q291cnNlVHlwZTo0Njcx,MCELLBI,218Q,"Yildiz laboratory combines molecular biology and single molecule biophysical techniques to understand mechanisms that underlie cellular organization and motility. Specific focuses of the lab are to dissect 1) the mechanism of cytoplasmic dynein motility, 2) the regulation of intraflagellar transport, and 3) the protection and maintenance of mammalian telomeres. ",Research Review in Biochemistry and Molecular Biology: Single Molecular Imaging of Macromolecular Enzymes,-1.0,,18,0.1,2,20,2.0,CourseType
2481,Q291cnNlVHlwZToxODk5,JAPAN,7B,"An introduction to Japanese literature in translation in a two-semester sequence. 7B provides a survey of important works of 19th- and 20th-century Japanese fiction, poetry, and cultural criticism. The course will explore the manner in which writers responded to the challenges of industrialization, internationalization, and war. Topics include the shifting notions of tradition and modernity, the impact of Westernization on the constructions of the self and gender, writers and the wartime state, literature of the atomic bomb, and postmodern fantasies and aesthetics. All readings are in English translation. Techniques of critical reading and writing will be introduced as an integral part of the course. ",Introduction to Modern Japanese Literature and Culture,3.582657657657658,A-,0,1.0,50,50,4.0,CourseType
2482,Q291cnNlVHlwZTo2MzI2,PSYCH,236,"A Specialty Clinic is offered to graduate students in the Clinical Science program. Each course combines didactics and hands-on clinical work. Students in the course work with the instructor to develop the topic of interest by reviewing the empirical literature, defining and developing an intervention/consultation, defining a clinical population, marketing and delivering the intervention/consultation, and evaluating the effectiveness of the intervention/consultation. A number of readings are included in the course, and class discussion is a central part of the course. Written products are also a part of the course, either in the form of a presentation or publication of findings from the clinic. A Specialty Clinic also includes its own Case Conference and supervisors to handle supervision of the clinical cases. ",Specialty Clinic,3.8529411764705883,A,16,0.2,4,20,3.0,CourseType
2483,Q291cnNlVHlwZTo4OTQ2,PHYSICS,111A,"The instrumentation lab (formerly Basic Semiconductor Circuits) is an introductory course in basic design, analysis and modeling of circuits, and data analysis and control. Topics include but not limited to:
linear circuits, semiconductor diodes, JFETS, Op-Amps, Labview programming, ADC and DAC converters, signal processing, and feedback control.
",Instrumentation Laboratory,3.567134268537074,A-,0,-1.0,63,0,4.0,CourseType
2484,Q291cnNlVHlwZTo4ODc1,NUSCTX,260,"The physiological bases of human nutrient homeostasis and common disorders resulting from over and under nutrition will be discussed with a specific focus on macronutrients. Topics related to nutrient deficiency and excess will include adaptation to starvation and the effects of caloric restriction on life-span, obesity and its complications, lipoprotein metabolism and cardiovascular disease, as well as a detailed discussion of the causes, disease mechanisms, and treatment of diabetes mellitus.  ",Metabolic Bases of Human Health and Diseases Graduate Level,3.7428571428571424,A-,16,0.2,4,20,4.0,CourseType
2485,Q291cnNlVHlwZTo3MjU=,BUDDSTD,C114,"This course is a broad introduction to the history, doctrine, and culture of the Buddhism of Tibet. We will begin with the introduction of Buddhism to Tibet in the eighth century and move on to the evolution of the major schools of Tibetan Buddhism, Tibetan Buddhist literature, ritual and monastic practice, the place of Buddhism in Tibetan political history, and the contemporary situation of Tibetan Buddhism both inside and outside of Tibet. ",Tibetan Buddhism,3.5191489361702133,A-,0,1.0,10,10,4.0,CourseType
2486,Q291cnNlVHlwZToyOTAw,ESPM,175B,"Students design and conduct a senior thesis project, which requires identifying a testable question or problem, designing and executing a research protocol, analyzing data, deriving conclusions, and presenting the research in a scientific paper and an oral presentation. Lectures and assignments exphasize research design, data analysis, scientific writing, and scientific communication. ",Senior Research Seminar in Environmental Sciences,3.8216931216931216,A-,42,0.5058823529411764,43,85,3.0,CourseType
2487,Q291cnNlVHlwZToxNjEzMQ==,GERMAN,109,"A compact seminar designed to feature distinguished short-term visitors from Austrian universities who have expertise in Austrian literature, politics, and culture to teach topics that complement regular departmental offerings. One short paper is required. Taught in English or in German. ",Compact Seminar in Austrian Studies,3.858333333333334,A,4,0.7777777777777778,14,18,2.0,CourseType
2488,Q291cnNlVHlwZTo5MzU5,S ASIAN,C215,"This graduate seminar focuses on reading a wide spectrum of Indian Buddhist texts in the Sanskrit (or Pali) original introducing the students to different genres, and different aspects of Indian Buddhism. The students taking the course for two units (rather than four) will be expected to prepare thoroughly every week for the reading of Buddhist texts in the original. They will also be expected to read all related secondary literature that is assigned to supplement the study of the primary source material. In contrast to the students taking the course for four units, they will not be expected to write a term paper or to prepare special presentations for class. ",Readings in Indian Buddhist Texts,4.0,A,4,0.2,1,5,2-4,CourseType
2489,Q291cnNlVHlwZToyMjgz,EDUC,295B,"This course explores the affordances and constraints of digital technologies in classrooms, especially emergent issues with computing and digital data. Particularly, students will examine the equity contexts, consequences, and possibilities of digital technologies in classrooms. Students will construct a technology portfolio and prepare guiding principles for use in their first year of teaching. ","Technology, Computing, and Data in Classrooms",3.9942528735632186,A,21,0.65,39,60,3.0,CourseType
2490,Q291cnNlVHlwZToxNDI4NA==,DEV ENG,290,"This series covers current topics of research interest in development engineering.  The course content may vary semester to semester.  Check with the department for current term topics.  All topics will address the development engineering goals of developing technology interventions designed to improve human and economic development within complex, low resource settings.",Advanced Special Topics in Development Engineering,3.892982456140351,A,0,1.0,53,53,1-3,CourseType
2491,Q291cnNlVHlwZToxNDg3Nw==,SEASIAN,R5B,"In this course, the student will read selections from the large body of scholarly texts that have been written about Southeast Asia. Expository and argumentative essays by premier scholars such as Sir Thomas Stamford Raffles, Margaret Mead, Clifford Geertz, and Benedict Anderson will be examined. Discussions will cover a broad range of theoretical issues including power, gender, and space. This course satisfies the second half of the Reading and Composition requirement. ",Under Western Eyes,3.817921146953406,A-,0,1.0,68,68,4.0,CourseType
2492,Q291cnNlVHlwZToxNjQ3MA==,MCELLBI,239G,"Review of relevant literature and discussion of current research: Mitochondrial dynamics, transport and inheritance; replication, segregation and distribution of mitochondrial genomes; underlying mechanisms of human mitochondrial disease.",Research Review in Cell and Developmental Biology: Mitochondrial biology,-1.0,,8,0.2,2,10,2.0,CourseType
2493,Q291cnNlVHlwZTozMzcy,GERMAN,375B,"This course expands upon the basis of methodology and theory of language teaching covered in 350 and prepares students for teaching at the intermediate level. The theoretical and practical exploration of recent developments in second language teaching concentrates on instructional technology, teaching writing, teaching literary texts, and curriculum design. Students reflect on their development as teachers through a journal, video, and observation of their teaching, and the final portfolio. ",Seminar in Foreign Language Pedagogy: Teaching College German II,-1.0,,8,0.2,2,10,4.0,CourseType
2494,Q291cnNlVHlwZToxMDY3,UGBA,180,The nature of real property; market analysis; construction cycles; mortgage lending; equity investment; metropolitan growth; urban land use; real property valuation; public policies. ,Introduction to Real Estate and Urban Land Economics,3.4549136786188583,B+,4,0.9459459459459459,70,74,3.0,CourseType
2495,Q291cnNlVHlwZToxNDg1OQ==,MCELLBI,218M,"In our laboratory, we study mechanisms by which molecules are transported across lipid bilayer membranes. Current research efforts to understand mechanisms of protein translocation across intracellular organelles and transport of other biomolecules will be discussed.",Research Review in Molecular Mechanisms of Membrane Transport,-1.0,,12,0.2,3,15,2.0,CourseType
2496,Q291cnNlVHlwZToxNDkwNw==,MEC ENG,250A,"Fundamentals of conductive heat transfer. Analytical and numerical methods for heat conduction in rigid media. Fundamentals of radiative transfer. Radiative properties of solids, liquids and gas media. Radiative transport modeling in enclosures and participating media.",Advanced Conductive and Radiative Transport ,3.694736842105263,A-,12,0.4,8,20,3.0,CourseType
2497,Q291cnNlVHlwZTo2NjU5,SCANDIN,132,"Finnish culture, history, society, and arts. Readings and discussion in English. ",Introduction to Finnish Culture and History,3.831914893617021,A-,0,1.0,25,25,4.0,CourseType
2498,Q291cnNlVHlwZTo5MTc2,RHETOR,240G,Advanced investigation of the rhetorical dimensions of various modes of discourse. Specific topics to be announced. ,Rhetorical Theory and Criticism: Rhetorical Theory,3.9455172413793105,A,3,0.9,27,30,4.0,CourseType
2499,Q291cnNlVHlwZToxMzI0,CHM ENG,274,"Fundamentals in biomolecular engineering. Structures, dynamics, and functions of biomolecules. Molecular tools in biotechnology. Metabolic and signaling networks in cellular engineering. Synthetic biology and biomedical engineering applications. ",Biomolecular Engineering,3.708988764044944,A-,11,0.6333333333333333,19,30,3.0,CourseType
2500,Q291cnNlVHlwZToxNDMz,CIV ENG,C250N,"Policy issues in urban transportation planning; measuring the performance of transportation systems; the transportation policy formulation process; transportation finance, pricing, and subsidy issues; energy and air quality in transportation; specialized transportation for elderly and disabled people; innovations in transportation policy.",Transportation Policy and Planning,3.76666666666667,A-,10,0.0,0,10,3,CourseType
2501,Q291cnNlVHlwZToxODU0Ng==,MCELLBI,220,"This class is designed to introduce graduate students to a range of therapeutic modalities that are in development or use. It will focus on small molecules, genomic therapies (including genome editing), and biologics. This class will present different applications of small molecules, RNA or DNA therapeutics, and biologics and discuss both advantages and challenges in their clinical use.",Therapeutic Modalities,3.8549999999999995,A,28,0.44,22,50,4.0,CourseType
2502,Q291cnNlVHlwZTo4MTI3,GWS,132AC,"Focusing on the interconnected ways that race, gender, and sexuality are constructed through the law, this course will examine a wide range of historical texts, legal documents, literature, and critical theory. Throughout our course readings, we will be focusing on how these categories of difference inform legal constructions of nation, citizenship, immigration, masculinity, femininity, childhood, the public sphere, and everyday life. Throughout the course, we will be making connections between historical events and the contemporary moment through a consideration of interpretation and implications of legal arguments.","Gender, Race, and Law",3.45,B+,0,1.0,75,75,4.0,CourseType
2503,Q291cnNlVHlwZToxOTM3Mw==,MATH,272,"Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.   ",Interdisciplinary Topics in Mathematics,3.96,A,18,0.4,12,30,1-4,CourseType
2504,Q291cnNlVHlwZTo1NzE1,PB HLTH,220D,"A graduate seminar in practice-based means to advocate for health policy. This course focuses on data based strategies using persuasive written and oral communication skills necessary to preserve and/or improve the health status of populations. Students will develop research, organization, and coalition-building skills necessary to produce an effective advocacy campaign. The course identifies the roles of those involved in the making of policy and demonstrates the use of appropriate channels and technologies to influence health policy change. ",Health Policy Advocacy,3.9412244897959186,A,0,1.0,34,34,3.0,CourseType
2505,Q291cnNlVHlwZToyMDQ1OA==,COM LIT,198BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate. Course may be repeated for credit.",Berkeley Connect,-1.0,,10,0.47368421052631576,9,19,1.0,CourseType
2506,Q291cnNlVHlwZTo0ODg=,ART,123,"This class teaches the fundamentals of screen printing, which requires images to be converted into stencils and secured to a matrix through which ink can be transferred. Hand drawn, photographic and digitally manipulated images are explored. Image content and development is examined through primary research drawings and studies. Screen printing requires the use of specialized tools and equipment; students will therefore learn and adhere to proper safety and shop procedures. Students’ progress is assessed by individual and group critiques. ",Advanced Printmaking: Screen Print,3.7794019933554823,A-,0,1.0,17,16,4.0,CourseType
2507,Q291cnNlVHlwZToyMTE2OQ==,ENGIN,216B,"One of the leading causes of damage during earthquakes is soil liquefaction. It can have devastating consequences on critical infrastructure such as dams, ports and other lifelines. This course will serve as an introduction to the phenomenon of soil liquefaction, as well as details on simpliﬁed and advanced methods of analyses. Speciﬁcally, this phenomenon will be presented, as well as empirical and mechanistic methods to determine soil liquefaction triggering and post-liquefaction strength loss and its consequences for a range of materials (gravels, sands and silty soils). Laboratory and ﬁeld testing to collect data that helps determine liquefaction triggering and post-liquefaction soil behavior (e.g. strength loss, dilation and hardening)","Soil Liquefaction 101: Triggering, Consequences and Mitigation",-1.0,,19,0.36666666666666664,11,30,1.0,CourseType
2508,Q291cnNlVHlwZTo4NzQy,MUSIC,80,"
Studies of selected traditional and popular musical practices from an ethnomusicological perspective. Taking into account local, regional, and transnational connections among the selected practices, this will include approaches to music making and listening, relevant music theory, issues of identity and power, connections to ritual, dance, and theater, and social, economic, and aesthetic values. Topic and geocultural area will vary. Music majors should take this course in the first two years of the bachelor degree program if at all possible, but no later than their junior year. Transfer students must take the course in their junior year.",Studies of Musics of the World,3.739160839160839,A-,11,0.8571428571428571,66,77,4.0,CourseType
2509,Q291cnNlVHlwZToxMDA1OA==,LEGALST,149,"Entrepreneurship plays an increasingly essential role in today’s global economy. New companies and startups play valuable roles in the formation of new industry, also spurring established incumbent companies towards further growth. This course is designed to explore the role of law in facilitating the development of entrepreneurial enterprises, paying special attention to the complex interaction between innovation and regulation. The purpose of this course is to provide students with a thorough foundation for understanding the role that law plays in the construction and growth of entrepreneurial enterprises.","Law, Technology and Entrepreneurship",3.298780487804878,B+,5,0.9166666666666666,55,60,4.0,CourseType
2510,Q291cnNlVHlwZToxNDg0OQ==,PB HLTH,W227A,"This 3-unit online course provides the student with an understanding of the importance of finance in healthcare and provides basic financial and accounting skills needed by all health professionals.  The course introduces student to concepts in both financial and managerial accounting and teaches students relevant financial techniques used by managers and those charged with key capital investment decisions including: ratio analysis, cost-volume profit analysis, discounted cash flow and forecasting.",Health Care Finance,3.6881215469613258,A-,0,1.0,107,90,3.0,CourseType
2511,Q291cnNlVHlwZToyMTgyNg==,EDSTEM,197,"EDSTEM 197 is designed to provide undergraduate students with practical and immersive field study experiences in science, technology, engineering, and mathematics (STEM) education for K-12 and/or college students. Field Experiences allow students in the course to deeply engage in various facets of STEM teaching such as curriculum development, classroom instruction, pedagogical workshops, and arts integration (STEAM). Alongside a focus on field experiences, students will also be expected to engage in team-building and fieldwork reflection activities with classmates, emphasizing the importance of collaborative environments for STEM teaching & learning. ",Field Studies in STEM Education,-1.0,,40,0.0,0,40,1-3,CourseType
2512,Q291cnNlVHlwZToyODY0,ESPM,120,"This course will introduce students to the study and management of soils as natural bodies, as media for plant
growth and as integral components of terrestrial ecosystems. It will present basic concepts of soil science
including: soil formation and classification, the physical, chemical, and biological properties of soils, the role of
soil in supplying water and nutrients to plants and soil organisms, as well as applications of soil concepts in
farming or engineering. The course will also introduce the relationships of soils to environmental problems.",Science of Soils,3.1259100642398288,B,41,0.36923076923076925,24,65,3.0,CourseType
2513,Q291cnNlVHlwZTo0NjY4,MCELLBI,218I,Research and literature topics in chemical biology and inorganic chemistry relevant to human health and disease and energy science will be discussed. ,Research Review in Biochemistry and Molecular Biology: Chemical Biology and Inorganic Chemistry,-1.0,,20,0.0,0,20,2.0,CourseType
2514,Q291cnNlVHlwZToyMTI4Mg==,CYBER,204,"The course presents the challenges, principles, mechanisms and tools to make software secure. We will discuss the main causes of vulnerabilities and the means to avoid and defend against them. The focus is on secure programming practice, including specifics for various languages, but also covering system-level defenses (architectural approaches and run-time enforcement). We will also apply software analysis and vulnerability detection tools in different scenarios.",Software Security,3.992035398230089,A,0,1.0,37,36,3.0,CourseType
2515,Q291cnNlVHlwZTozNzg4,IND ENG,172,"This is an introductory course in probability designed to develop a good understanding of uncertain phenomena and the mathematical tools used to model and analyze it. Applications will be given in such areas as reliability theory, risk theory, inventory theory, financial models, and computer science, among others.  This course is a probability course and cannot be used to fulfill any engineering unit or elective requirements.
",Probability and Risk Analysis for Engineers,3.2658261446582615,B+,15,0.8,60,75,4.0,CourseType
2516,Q291cnNlVHlwZTo3MTE2,STAT,230A,"Theory of least squares estimation, interval estimation, and tests under the general linear fixed effects model with normally distributed errors. Large sample theory for non-normal linear models. Two and higher way layouts, residual analysis. Effects of departures from the underlying assumptions. Robust alternatives to least squares. ",Linear Models,3.740086206896552,A-,13,0.7833333333333333,47,60,4.0,CourseType
2517,Q291cnNlVHlwZToxNTIxNA==,CIV ENG,123,"Introduction to materials and methods of reinforced concrete design and construction; behavior and design of reinforced concrete beams and one-way slabs considering deflections, moment, shear, and reinforcement development requirements; behavior and design of columns; design of spread footings; design of earthquake-resistant structures; laboratory sessions to illustrate member behavior, to solve problem sets, and to develop and present the preliminary designs for a design project.  ",Design of Reinforced Concrete Structures,3.592708333333333,A-,23,0.54,27,50,3.0,CourseType
2518,Q291cnNlVHlwZTozMzc3,GMS,200,"The investigation of modern cities presents great challenges for social and urban theory. This seminar addresses these challenges through a multidisciplinary perspective that structures the discussion in terms of a history of metropolitan transformations, global urbanization, and the production and regulation of cities as spaces of contestation and creativity. ","Global Metropolitan Studies: Introduction to Theories, Histories, and Methods",3.9073529411764714,A,2,0.8333333333333334,10,12,3.0,CourseType
2519,Q291cnNlVHlwZTo0NTIy,MATH,205,"Normal families. Riemann Mapping Theorem. Picard's theorem and related theorems. Multiple-valued analytic functions and Riemann surfaces. Further topics selected by the instructor may include: harmonic functions, elliptic and algebraic functions, boundary behavior of analytic functions and HP spaces, the Riemann zeta functions, prime number theorem. ",Theory of Functions of a Complex Variable,3.9559139784946242,A,0,1.0,28,28,4.0,CourseType
2520,Q291cnNlVHlwZToyMjA1NA==,DEVP,200,"The MDP Capstone Experience aims to guide students to successfully complete their capstone (final project or master’s thesis) milestone from the Master of Development Practice (MDP) program. The course aims to help students create an outstanding final project or master’s thesis, and to provide an appropriate scaffolding. Students will reflect on their pedagogical and professional journey during the MDP program. One can expect to acquire research-related skills, such as writing a proposal, designing a research project, and writing a literature review, and gain proficiency in the use of Internet-based search engines, data collection, and electronic journals, etc as well as produce stellar presentations.",The Capstone Experience,-1.0,,0,1.0,33,33,6.0,CourseType
2521,Q291cnNlVHlwZTo1OTQx,PHYSICS,138,"Atomic, molecular, and optical physics is at once a precise and quantitative description of atoms, molecules and light; a generalized toolbox for manipulating and probing quantum systems; and an active field of contemporary research. This course exposes students to all these aspects. Lectures will cover topics such as atomic structure and spectra, the interaction of atoms with static and time-varying electromagnetic fields, some topics in quantum electrodynamics, methods of resonant manipulation of quantum systems, and resonance optics.  Through lectures, discussion sessions, and homework assignments, students encounter contemporary research foci.",Modern Atomic Physics,3.6,A-,0,1.0,40,40,3.0,CourseType
2522,Q291cnNlVHlwZToxNDcxMw==,SPANISH,165,"Taught in Spanish, this course serves to further familiarize students with the field of Contact Linguistics (Language Contact). The course centers on the linguistic outcomes of Spanish varieties spoken by multilingual communities with the goal of preparing students to critically examine traditional prescriptive accounts of contact varieties and U.S. Spanish in particular. Emphasis will be placed on the empirical assessment of contact influence for Spanish linguistic innovations and code-switching. Descriptive characterizations of several Spanish contact varieties will be explored alongside those available for Spanish creole languages in order to provide opportunities for comparative analysis.",Spanish in the U.S. and in Contact with Other Languages,3.774418604651163,A-,0,1.0,25,25,4.0,CourseType
2523,Q291cnNlVHlwZToxMzg1,CIV ENG,180,"Course encompasses two design aspects of a civil and environmental engineering system: 1) Design of whole system, component, or life-cycle phase, subject to engineering standards and constraints, and 2) production system design (e.g., cost estimation and control, scheduling, commercial and legal terms, site layout design). Students form teams to address real-life projects and prepare project documentation and a final presentation. ",Life-Cycle Design and Construction,3.7570000000000006,A-,0,1.0,40,40,4.0,CourseType
2524,Q291cnNlVHlwZTozNTY2,HISTORY,100D,"This course is designed to engage students in conversations about particular perspectives on the history of a selected nation, region, people, culture, institution, or historical phenomenon as specified by the respective instructor. By taking this course, students will come to understand, and develop an appreciation for, some combination of: the origins and evolution of the people, cultures, and/or political, economic, and/or social institutions of a particular region(s) of the world. They may also explore how human encounters shaped individual and collective identities and the complex political, economic, and social orders of the region/nation/communities under study. Instructors and subject will vary.
",Special Topics in the History of the United States,3.607810894141829,A-,17,0.9050279329608939,162,179,4.0,CourseType
2525,Q291cnNlVHlwZToxMjYw,CHICANO,110,"For the last 30 years, the themes of identity and liberation have dominated the social ethic and religious thought of subaltern subjectivities in the Americas. The centrality of these ideas respond to the increasing awareness of and opposition to the legacies of the history of conquest, colonization, racism, and sexism in the region. In this course, we are going to study the intellectual production of various ethnic groups in the Americas, particularly Latinas and Latinos in the 20th century, in order to clarify the ties between concerns for cultural and religious identity and the articulation of alternative ethical and political visions. ",Latina/o Philosophy and Religious Thought,3.639344262295082,A-,0,1.0,40,40,4.0,CourseType
2526,Q291cnNlVHlwZToxNDY2NQ==,LAN PRO,380,"This course is designed to meet the needs of prospective international graduate student instructors and focuses on English language pronunciation and other language skills, teaching effectiveness in the U.S. classroom, and cross-cultural issues. These concerns are addressed through reading, discussion, group work, and recorded oral presentations. The course includes one hour of small group or individualized instruction per week. The course is required for all prospective GSIs who do not meet minimum requirements on the Oral Proficiency Test. ",Language Proficiency Workshop,-1.0,,30,0.0,0,30,2.0,CourseType
2527,Q291cnNlVHlwZTo2OTAy,SOCIOL,111C,"This course focuses on children and on varied contexts and experiences of growing up; it also highlights the social organization and meanings of age. It explores the idea of childhood as a social construction, including cross-cultural and historical variation in assumptions. Then it highlights the changing political economy and history of childhoods, including children's roles in consumption and production in the world. Lastly, it examines the intersecting dynamics of age, social class, racial ethnicity, gender and sexuality in growing up. ",Sociology of Childhood,3.324770642201835,B+,2,0.9846153846153847,128,130,4.0,CourseType
2528,Q291cnNlVHlwZTozMzQ=,ANTHRO,240B,Anthropological theory and practice--following the rest of the world--have been undergoing important restructuring in the past decade. The course is organized to reflect this fact. We will begin by looking at recent debates about the nature and purpose of anthropology. This will provide a starting point for reading a series of classic ethnographies in new ways as well as examining some dimensions of the current research agenda in cultural anthropology. ,Fundamentals of Anthropological Theory,3.9333333333333327,A,3,0.75,9,12,5.0,CourseType
2529,Q291cnNlVHlwZToyMzcx,COMPSCI,C267,"Models for parallel programming.  Overview of parallelism in scientific applications and study of parallel algorithms for linear algebra, particles, meshes, sorting, FFT, graphs, machine learning, etc. Survey of parallel machines and machine structures. Programming shared- and distributed-memory parallel computers, GPUs, and cloud platforms. Parallel programming languages, compilers, libraries and toolboxes. Data partitioning techniques. Techniques for synchronization and load balancing. Detailed study and algorithm/program development of medium sized applications.",Applications of Parallel Computers,3.8338042381432897,A-,11,0.9197080291970803,126,137,3-4,CourseType
2530,Q291cnNlVHlwZToyODky,ESPM,C167,"The health effects of environmental alterations caused by development programs and other human activities in both developing and developed areas. Case studies will contextualize methodological information and incorporate a global perspective on environmentally mediated diseases in diverse populations. Topics include water management; population change; toxics; energy development; air pollution; climate change; chemical use, etc. ",Environmental Health and Development,3.6947968097227495,A-,2,0.9865771812080537,147,149,4.0,CourseType
2531,Q291cnNlVHlwZToyMTIzNQ==,JEWISH,120A,"Study of selected Jewish languages including Hebrew and Yiddish, and Jewish literature including prose, poetry, and drama, from various periods and geographic areas, in the context of time and place. Selections may vary from semester to semester depending on the interests and expertise of the instructor.",Special Topics in Jewish Languages and Literature,-1.0,,35,0.0,0,35,3-4,CourseType
